fname,dir_path,label,split
15713,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,train
332658,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,train
42849,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,train
167118,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.eval_audio,Water,val
251974,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,test
353869,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,test
242158,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,test
181930,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,train
101328,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,train
53060,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,train
354132,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,test
340366,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.eval_audio,Human_voice,train
359898,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,test
98762,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,train
256383,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,test
171076,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,train
351301,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,test
427029,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,val
416668,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,train
190103,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,train
351393,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,train
326027,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,train
353979,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,train
138029,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,test
174101,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,train
17851,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,train
321966,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,test
169678,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.eval_audio,Water,test
406608,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,val
364295,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,test
242403,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,train
400702,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,train
12705,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,train
167243,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.eval_audio,Water,train
66974,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,test
269517,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,test
167369,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,train
191117,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.eval_audio,Vehicle,train
34390,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,train
365485,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.eval_audio,Animal,train
35488,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,test
50423,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,train
28482,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,val
332451,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.eval_audio,Human_voice,train
261056,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,train
178875,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,test
373197,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,train
359833,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,test
22460,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.eval_audio,Vehicle,val
379045,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,train
4229,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,train
315934,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,train
53844,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,train
34024,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,train
375041,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,train
32029,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,train
412770,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,test
29654,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,train
183929,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,val
233125,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,val
319269,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,train
400093,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.eval_audio,Vehicle,train
431774,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,train
124663,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,train
336534,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,train
154504,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,train
122809,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.eval_audio,Water,test
425841,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,train
238726,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,test
251629,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,test
147242,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,train
164021,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,train
259169,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,train
358308,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,train
184291,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,test
159498,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.eval_audio,Animal,test
234056,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.eval_audio,Water,train
122910,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,train
53066,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,train
147330,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.eval_audio,Animal,val
16768,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,train
48761,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,train
17008,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.eval_audio,Water,train
407604,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.eval_audio,Vehicle,train
123922,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,train
34068,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,train
380685,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,train
164899,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,train
42349,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,val
360682,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,train
162502,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,test
416085,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,train
118995,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.eval_audio,Water,train
57373,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,train
416675,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,train
432105,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,test
262680,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,train
362131,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,val
72210,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,train
393662,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,val
155509,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.eval_audio,Water,train
244667,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,train
331867,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,train
21809,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,train
365390,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,test
254480,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,train
22927,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,train
209619,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.eval_audio,Human_voice,train
319990,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,train
28472,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,test
21847,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,train
362357,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,train
32855,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,train
234611,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,train
392636,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,train
326128,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,train
390783,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,train
122261,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,train
198253,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,train
79016,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,val
153877,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,train
198250,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,test
364624,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,val
61864,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,val
416639,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,train
130069,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,train
350240,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,train
333349,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,val
118487,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,train
71737,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,train
354249,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,train
415160,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,test
146964,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,train
7557,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,val
72223,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,train
269343,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,train
136581,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,test
244978,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.eval_audio,Animal,val
378338,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,train
165047,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,train
74707,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,train
146965,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,test
374162,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,val
354223,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,test
21560,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,train
233110,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,train
322518,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,train
27964,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,train
160812,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,test
349068,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,train
158607,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,train
249745,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.eval_audio,Human_voice,train
359315,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,test
153772,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,train
354230,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,test
245681,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,test
153792,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,train
1017,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.eval_audio,Water,val
373184,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,train
358372,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,train
419990,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,train
73023,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,val
348247,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,train
240607,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,train
335687,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,val
75440,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,val
209445,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,train
429111,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,train
373174,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,train
200972,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,train
326438,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.eval_audio,Human_voice,train
316750,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,val
153933,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,train
33417,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,val
321849,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,train
169628,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,val
90677,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,train
332501,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,train
216940,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,train
59569,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,train
147129,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,test
323059,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,train
374935,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,test
192389,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,train
432846,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,train
204013,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,train
56033,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,train
373570,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,train
276275,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,train
359519,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,val
196073,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,val
64940,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,train
393442,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.eval_audio,Water,test
383604,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,val
320723,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.eval_audio,Animal,train
69952,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,train
16434,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.eval_audio,Human_voice,test
9562,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,train
76616,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,test
137917,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,train
185479,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,train
378339,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,test
373187,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,train
153706,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,val
146761,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,test
102302,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,train
100207,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,train
350026,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,train
360735,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,test
153821,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,train
100042,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,train
143125,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,train
77453,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,train
337496,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,train
383583,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,train
272192,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,train
21324,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Human_voice,train
207612,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,train
62206,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,train
103440,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,train
59517,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,train
112802,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,test
253716,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Animal,train
347393,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Water,test
124669,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,train
55980,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Music,test
209420,/content/drive/MyDrive/colab_notebooks/deep_learning/deep_learning_project/FSD50K/FSD50K.dev_audio,Vehicle,train
